year,state,county_name,poverty,median_income
2004,PA,Beaver County,542,38031
2004,PA,Bedford County,5396,36059
2004,PA,Berks County,40730,46008
2004,PA,Blair County,16679,35185
2004,PA,Bradford County,3457,34104
2004,PA,Bucks County,36263,64696
2004,PA,Butler County,4310,27244
2004,PA,Cambria County,17532,32727
2004,PA,Cameron County,591,34755
2004,PA,Carbon County,1002,36340
2004,PA,Centre County,15189,38625
2004,PA,Chester County,25605,69904
2004,PA,Clarion County,4951,34110
2004,PA,Clearfield County,10854,34189
2004,PA,Clinton County,2589,48926
2004,PA,Columbia County,4685,30193
2004,PA,Crawford County,8244,36527
2004,PA,Cumberland County,1122,39509
2004,PA,Dauphin County,25858,46761
2004,PA,Delaware County,16686,35843
2004,PA,Elk County,470,28338
2004,PA,Erie County,122397,42122
2004,PA,Fayette County,3133,30595
2004,PA,Forest County,707,29217
2004,PA,Franklin County,5427,29234
2004,PA,Fulton County,2091,27239
2004,PA,Greene County,2544,22439
2004,PA,Huntingdon County,5115,35828
2004,PA,Indiana County,12429,33906
2004,PA,Jefferson County,99413,38520
2004,PA,Juniata County,2049,40162
2004,PA,Lackawanna County,22987,37545
2004,PA,Lancaster County,24398,46560
2004,PA,Lawrence County,5067,34998
2004,PA,Lebanon County,10986,44636
2004,PA,Lehigh County,32153,46015
2004,PA,Luzerne County,34865,36968
2004,PA,Lycoming County,13669,36891
2004,PA,Mc Kean County,5728,35144
2004,PA,Mercer County,1442,46383
2004,PA,Mifflin County,5676,35392
2004,PA,Monroe County,4366,30228
2004,PA,Montgomery County,40905,35680
2004,PA,Montour County,1655,42883
2004,PA,Northampton County,4356,28648
2004,PA,Northumberland County,9553,34901
2004,PA,Perry County,3285,21640
2004,PA,Philadelphia County,309297,30892
2004,PA,Pike County,6155,28077
2004,PA,Potter County,2109,36088
2004,PA,Schuylkill County,15272,36115
2004,PA,Snyder County,3178,39265
2004,PA,Somerset County,8003,33094
2004,PA,Sullivan County,2552,35882
2004,PA,Susquehanna County,4830,36104
2004,PA,Tioga County,4842,42346
2004,PA,Union County,7710,32721
2004,PA,Venango County,7710,34403
2004,PA,Warren County,1243,28536
2004,PA,Washington County,3214,32147
2004,PA,Wayne County,4636,33566
2004,PA,Westmoreland County,35089,41232
2004,PA,Wyoming County,3823,41747
2004,PA,York County,17963,48363
2004,RI,Rhode Island,122520,47037
2004,RI,Bristol County,57212,46986
2004,RI,Kent County,16076,44889
2004,RI,Newport County,6401,54135
2004,RI,Providence County,92098,40284
2004,RI,Washington County,3214,32147
2004,SC,South Carolina,622083,39454
2004,SC,Abbeville County,3862,31362
2004,SC,Aiken County,21694,40052
2004,SC,Allendale County,3130,21527
2004,SC,Anderson County,1008,36715
2004,SC,Bamberg County,3510,25648
2004,SC,Barnwell County,4473,27194
2004,SC,Beaufort County,8084,32986
2004,SC,Berkeley County,18745,43545
2004,SC,Calhoun County,18663,34813
2004,SC,Charleston County,48523,39962
2004,SC,Cherokee County,3914,33564
2004,SC,Chester County,25605,69904
2004,SC,Chesterfield County,8325,30878
2004,SC,Clarendon County,7421,27491
2004,SC,Colleton County,7944,30733
2004,SC,Darlington County,13262,31982
2004,SC,Dillon County,6856,27309
2004,SC,Dorchester County,4298,36358
2004,SC,Edgefield County,3865,36009
2004,SC,Fairfield County,75971,60790
2004,SC,Florence County,22975,35835
2004,SC,Georgetown County,9911,37679
2004,SC,Greenville County,52150,42439
2004,SC,Greenwood County,953,31245
2004,SC,Hampton County,4276,29120
2004,SC,Horry County,31359,36857
2004,SC,Jasper County,1828,40290
2004,SC,Kershaw County,7483,41242
2004,SC,Lancaster County,24398,46560
2004,SC,Laurens County,8325,33188
2004,SC,Lee County,19031,34660
2004,SC,Lexington County,26559,46517
2004,SC,McCormick County,1585,31478
2004,SC,Marion County,5237,28781
2004,SC,Marlboro County,5776,27326
2004,SC,Newberry County,5956,33920
2004,SC,Oconee County,2084,61966
2004,SC,Orangeburg County,18985,29939
2004,SC,Pickens County,4161,27737
2004,SC,Richland County,1938,34738
2004,SC,Saluda County,2960,34771
2004,SC,Spartanburg County,35538,39501
2004,SC,Sumter County,3858,21189
2004,SC,Union County,7710,32721
2004,SC,Williamsburg County,8990,25276
2004,SC,York County,17963,48363
2004,SD,South Dakota,97653,39265
2004,SD,Aurora County,309,34566
2004,SD,Beadle County,1938,34431
2004,SD,Bennett County,1041,25755
2004,SD,Bon Homme County,823,33466
2004,SD,Brookings County,3243,39278
2004,SD,Brown County,602,37744
2004,SD,Brule County,657,33004
2004,SD,Buffalo County,4369,41036
2004,SD,Butte County,31826,34891
2004,SD,Campbell County,9321,44639
2004,SD,Charles Mix County,2039,29082
2004,SD,Clark County,3600,30681
2004,SD,Clay County,1913,31194
2004,SD,Codington County,2691,40536
2004,SD,Corson County,1416,23136
2004,SD,Custer County,413,40332
2004,SD,Davison County,2129,37846
2004,SD,Day County,770,33035
2004,SD,Deuel County,182,35840
2004,SD,Dewey County,509,32482
2004,SD,Douglas County,9237,94658
2004,SD,Edmunds County,392,37445
2004,SD,Fall River County,920,31779
2004,SD,Faulk County,237,33445
2004,SD,Grant County,1902,40777
2004,SD,Gregory County,679,27841
2004,SD,Haakon County,186,33470
2004,SD,Hamlin County,553,38745
2004,SD,Hand County,317,36393
2004,SD,Hanson County,316,44689
2004,SD,Harding County,95,25670
2004,SD,Hughes County,2493,25324
2004,SD,Hutchinson County,878,34520
2004,SD,Hyde County,930,28152
2004,SD,Jackson County,8161,33733
2004,SD,Jerauld County,259,33791
2004,SD,Jones County,2826,45130
2004,SD,Kingsbury County,488,35526
2004,SD,Lake County,10067,32757
2004,SD,Lawrence County,5067,34998
2004,SD,Lincoln County,2472,30087
2004,SD,Lyman County,747,30035
2004,SD,McCook County,540,39642
2004,SD,McPherson County,2281,45392
2004,SD,Marshall County,13378,34855
2004,SD,Meade County,434,37903
2004,SD,Mellette County,588,25433
2004,SD,Miner County,290,32285
2004,SD,Minnehaha County,16229,46718
2004,SD,Moody County,627,39352
2004,SD,Pennington County,1216,38621
2004,SD,Perkins County,315,36943
2004,SD,Potter County,2109,36088
2004,SD,Roberts County,1836,31687
2004,SD,Sanborn County,325,35563
2004,SD,Shannon County,1935,22926
2004,SD,Spink County,782,33547
2004,SD,Stanley County,251,45902
2004,SD,Sully County,120,41171
2004,SD,Todd County,2005,32173
2004,SD,Tripp County,1041,32606
2004,SD,Turner County,2164,26081
2004,SD,Union County,7710,32721
2004,SD,Walworth County,856,30790
2004,SD,Yankton County,2567,38240
2004,SD,Ziebach County,1048,19877
2004,TN,Tennessee,876763,38945
2004,TN,Anderson County,1008,36715
2004,TN,Bedford County,5396,36059
2004,TN,Benton County,17691,47431
2004,TN,Bledsoe County,2247,30444
2004,TN,Blount County,6844,38643
2004,TN,Bradley County,2427,27661
2004,TN,Campbell County,9321,44639
2004,TN,Cannon County,1871,37195
2004,TN,Carroll County,3836,29437
2004,TN,Carter County,6084,29428
2004,TN,Cheatham County,3808,49274
2004,TN,Chester County,25605,69904
2004,TN,Claiborne County,2928,22831
2004,TN,Clay County,1913,31194
2004,TN,Cocke County,7415,27003
2004,TN,Coffee County,6374,37066
2004,TN,Crockett County,2360,32041
2004,TN,Cumberland County,1122,39509
2004,TN,Davidson County,20249,39766
2004,TN,Decatur County,6029,28148
2004,TN,DeKalb County,10523,32286
2004,TN,Dickson County,5819,40495
2004,TN,Dyer County,6359,35447
2004,TN,Fayette County,3133,30595
2004,TN,Fentress County,3753,25926
2004,TN,Franklin County,5427,29234
2004,TN,Gibson County,2954,44752
2004,TN,Giles County,4198,35358
2004,TN,Grainger County,3770,30776
2004,TN,Greene County,2544,22439
2004,TN,Grundy County,2639,59216
2004,TN,Hamblen County,9023,34678
2004,TN,Hamilton County,2295,26411
2004,TN,Hancock County,2061,24297
2004,TN,Hardeman County,5141,30746
2004,TN,Hardin County,696,30428
2004,TN,Hawkins County,8761,34352
2004,TN,Haywood County,7715,36213
2004,TN,Henderson County,827,38403
2004,TN,Henry County,2825,32441
2004,TN,Hickman County,801,35250
2004,TN,Houston County,14749,36616
2004,TN,Humphreys County,3418,20682
2004,TN,Jackson County,8161,33733
2004,TN,Jefferson County,99413,38520
2004,TN,Johnson County,3857,30192
2004,TN,Knox County,6661,36358
2004,TN,Lake County,10067,32757
2004,TN,Lauderdale County,13988,35166
2004,TN,Lawrence County,5067,34998
2004,TN,Lewis County,445,35987
2004,TN,Lincoln County,2472,30087
2004,TN,Loudon County,4782,45595
2004,TN,McMinn County,7656,35261
2004,TN,McNairy County,4362,32730
2004,TN,Macon County,5786,23378
2004,TN,Madison County,34058,49441
2004,TN,Marion County,5237,28781
2004,TN,Marshall County,13378,34855
2004,TN,Maury County,9503,43116
2004,TN,Meigs County,4196,28859
2004,TN,Monroe County,4366,30228
2004,TN,Montgomery County,40905,35680
2004,TN,Moore County,9769,42923
2004,TN,Morgan County,15741,40978
2004,TN,Obion County,4629,34747
2004,TN,Overton County,3419,30081
2004,TN,Perry County,3285,21640
2004,TN,Pickett County,816,27101
2004,TN,Polk County,3684,27143
2004,TN,Putnam County,12544,30098
2004,TN,Rhea County,4717,33818
2004,TN,Roane County,7714,38172
2004,TN,Robertson County,423,31133
2004,TN,Rutherford County,10062,32774
2004,TN,Scott County,2029,27384
2004,TN,Sequatchie County,1974,34498
2004,TN,Sevier County,2814,29876
2004,TN,Shelby County,11854,61972
2004,TN,Smith County,423,30085
2004,TN,Stewart County,1103,23588
2004,TN,Sullivan County,2552,35882
2004,TN,Sumner County,2733,40877
2004,TN,Tipton County,1195,51512
2004,TN,Trousdale County,1100,33973
2004,TN,Unicoi County,2579,33704
2004,TN,Union County,7710,32721
2004,TN,Van Buren County,2773,28249
2004,TN,Warren County,1243,28536
2004,TN,Washington County,3214,32147
2004,TN,Wayne County,4636,33566
2004,TN,Weakley County,5309,31780
2004,TN,White County,10227,35052
2004,TN,Williamson County,8533,36261
2004,TN,Wilson County,1333,32843
2004,TX,Texas,3610126,41645
2004,TX,Anderson County,1008,36715
2004,TX,Andrews County,1876,40493
2004,TX,Angelina County,13709,35749
2004,TX,Aransas County,4593,31869
2004,TX,Archer County,875,43330
2004,TX,Armstrong County,8695,35090
2004,TX,Atascosa County,8106,34699
2004,TX,Austin County,2888,42898
2004,TX,Bailey County,1177,28841
2004,TX,Bandera County,2433,40522
2004,TX,Bastrop County,8627,44223
2004,TX,Baylor County,652,26873
2004,TX,Bee County,6125,28392
2004,TX,Bell County,8379,22030
2004,TX,Bexar County,257897,38832
2004,TX,Blanco County,921,43264
2004,TX,Borden County,41,37739
2004,TX,Bosque County,2429,35734
2004,TX,Bowie County,14672,35157
2004,TX,Brazoria County,29236,52483
2004,TX,Brazos County,27379,32228
2004,TX,Brewster County,1459,30467
2004,TX,Briscoe County,240,29635
2004,TX,Brooks County,3488,26064
2004,TX,Brown County,602,37744
2004,TX,Burleson County,2638,35141
2004,TX,Burnet County,4793,42297
2004,TX,Caldwell County,1993,32147
2004,TX,Calhoun County,18663,34813
2004,TX,Callahan County,1879,34235
2004,TX,Cameron County,591,34755
2004,TX,Camp County,2064,32360
2004,TX,Carson County,534,38724
2004,TX,Cass County,1464,37819
2004,TX,Castro County,1459,33536
2004,TX,Chambers County,6030,30573
2004,TX,Cherokee County,3914,33564
2004,TX,Childress County,1307,28147
2004,TX,Clay County,1913,31194
2004,TX,Cochran County,706,29658
2004,TX,Coke County,433,30092
2004,TX,Coleman County,1710,27032
2004,TX,Collin County,36143,75709
2004,TX,Collingsworth County,510,28352
2004,TX,Colorado County,2932,33865
2004,TX,Comal County,8841,50246
2004,TX,Comanche County,183,31775
2004,TX,Concho County,462,29504
2004,TX,Cooke County,5104,41200
2004,TX,Coryell County,8073,35110
2004,TX,Cottle County,323,27257
2004,TX,Crane County,411,38978
2004,TX,Crockett County,2360,32041
2004,TX,Crosby County,1527,29452
2004,TX,Culberson County,578,24672
2004,TX,Dallam County,863,30619
2004,TX,Dallas County,12053,24949
2004,TX,Dawson County,1859,50686
2004,TX,Deaf Smith County,3026,29045
2004,TX,Delta County,3661,35280
2004,TX,Denton County,43532,62234
2004,TX,DeWitt County,3637,30190
2004,TX,Dickens County,403,25292
2004,TX,Dimmit County,2907,24069
2004,TX,Donley County,596,29089
2004,TX,Duval County,95190,41736
2004,TX,Eastland County,3240,29430
2004,TX,Ector County,23795,34138
2004,TX,Edwards County,637,37731
2004,TX,Ellis County,2659,36280
2004,TX,El Paso County,57004,50312
2004,TX,Erath County,4909,32270
2004,TX,Falls County,3396,27818
2004,TX,Fannin County,2882,32290
2004,TX,Fayette County,3133,30595
2004,TX,Fisher County,560,30287
2004,TX,Floyd County,13548,37778
2004,TX,Foard County,236,25190
2004,TX,Fort Bend County,37397,65488
2004,TX,Franklin County,5427,29234
2004,TX,Freestone County,2634,34982
2004,TX,Frio County,4006,25082
2004,TX,Gaines County,2649,32430
2004,TX,Galveston County,36684,45735
2004,TX,Garza County,915,30678
2004,TX,Gillespie County,2308,41702
2004,TX,Glasscock County,97,41100
2004,TX,Goliad County,1074,38038
2004,TX,Gonzales County,3531,29472
2004,TX,Gray County,493,41404
2004,TX,Grayson County,4455,30323
2004,TX,Gregg County,18332,38333
2004,TX,Grimes County,3826,33760
2004,TX,Guadalupe County,745,25248
2004,TX,Hale County,3770,26841
2004,TX,Hall County,19626,45949
2004,TX,Hamilton County,2295,26411
2004,TX,Hansford County,697,35974
2004,TX,Hardeman County,5141,30746
2004,TX,Hardin County,696,30428
2004,TX,Harris County,2353,52175
2004,TX,Harrison County,3232,46893
2004,TX,Hartley County,369,41555
2004,TX,Haskell County,453,40413
2004,TX,Hays County,14684,47287
2004,TX,Hemphill County,252,44236
2004,TX,Henderson County,827,38403
2004,TX,Hidalgo County,1077,23702
2004,TX,Hill County,2780,34457
2004,TX,Hockley County,3862,33841
2004,TX,Hood County,5251,47382
2004,TX,Hopkins County,7760,34295
2004,TX,Houston County,14749,36616
2004,TX,Howard County,2162,29555
2004,TX,Hudspeth County,870,22177
2004,TX,Hunt County,12233,38268
2004,TX,Hutchinson County,878,34520
2004,TX,Irion County,146,38819
2004,TX,Jack County,948,35074
2004,TX,Jackson County,8161,33733
2004,TX,Jasper County,1828,40290
2004,TX,Jeff Davis County,2286,29599
2004,TX,Jefferson County,99413,38520
2004,TX,Jim Hogg County,1095,29634
2004,TX,Jim Wells County,8680,32118
2004,TX,Johnson County,3857,30192
2004,TX,Jones County,2826,45130
2004,TX,Karnes County,2930,27133
2004,TX,Kaufman County,10120,47575
2004,TX,Kendall County,3285,76568
2004,TX,Kenedy County,58,26319
2004,TX,Kent County,16076,44889
2004,TX,Kerr County,5915,37217
2004,TX,Kimble County,743,30142
2004,TX,King County,26,37725
2004,TX,Kinney County,625,31335
2004,TX,Kleberg County,6726,31499
2004,TX,Knox County,6661,36358
2004,TX,Lamar County,2492,29337
2004,TX,Lamb County,2727,29472
2004,TX,Lampasas County,2722,39041
2004,TX,La Salle County,10825,43848
2004,TX,Lavaca County,2380,33806
2004,TX,Lee County,19031,34660
2004,TX,Leon County,29772,39562
2004,TX,Liberty County,1037,30451
2004,TX,Limestone County,8657,41830
2004,TX,Lipscomb County,375,36222
2004,TX,Live Oak County,1817,32367
2004,TX,Llano County,2224,34991
2004,TX,Loving County,9,37665
2004,TX,Lubbock County,43246,33642
2004,TX,Lynn County,1180,30552
2004,TX,McCulloch County,1584,29400
2004,TX,McLennan County,39417,35225
2004,TX,McMullen County,99,35041
2004,TX,Madison County,34058,49441
2004,TX,Marion County,5237,28781
2004,TX,Martin County,11100,45341
2004,TX,Mason County,1769,38260
2004,TX,Matagorda County,6857,32573
2004,TX,Maverick County,14311,24786
2004,TX,Medina County,9795,59457
2004,TX,Menard County,1108,51512
2004,TX,Midland County,8499,49050
2004,TX,Milam County,4144,33461
2004,TX,Mills County,1410,48283
2004,TX,Mitchell County,5104,25812
2004,TX,Montague County,2622,33981
2004,TX,Montgomery County,40905,35680
2004,TX,Moore County,9769,42923
2004,TX,Morris County,599,36171
2004,TX,Motley County,191,28011
2004,TX,Nacogdoches County,11317,29952
2004,TX,Navarro County,8083,32262
2004,TX,Newton County,1639,26925
2004,TX,Nolan County,2882,28789
2004,TX,Nueces County,61072,36262
2004,TX,Ochiltree County,1142,41381
2004,TX,Oldham County,3158,68130
2004,TX,Orange County,300866,58605
2004,TX,Palo Pinto County,4369,33068
2004,TX,Panola County,7833,28541
2004,TX,Parker County,10288,49392
2004,TX,Parmer County,1295,31657
2004,TX,Pecos County,2882,29264
2004,TX,Polk County,3684,27143
2004,TX,Potter County,2109,36088
2004,TX,Presidio County,2020,24915
2004,TX,Rains County,1622,34761
2004,TX,Randall County,8731,47377
2004,TX,Reagan County,383,41157
2004,TX,Real County,621,27476
2004,TX,Red River County,2450,27743
2004,TX,Reeves County,2719,24421
2004,TX,Refugio County,1102,31906
2004,TX,Roberts County,1836,31687
2004,TX,Robertson County,423,31133
2004,TX,Rockwall County,4072,71011
2004,TX,Runnels County,1892,29408
2004,TX,Rusk County,6867,35343
2004,TX,Sabine County,1695,29772
2004,TX,San Augustine County,1735,27704
2004,TX,San Jacinto County,4414,32732
2004,TX,San Patricio County,12702,37109
2004,TX,San Saba County,1006,30559
2004,TX,Schleicher County,364,36345
2004,TX,Scurry County,2509,36118
2004,TX,Shackelford County,381,36008
2004,TX,Shelby County,11854,61972
2004,TX,Sherman County,846,30402
2004,TX,Smith County,423,30085
2004,TX,Somervell County,758,43536
2004,TX,Starr County,21134,19775
2004,TX,Stephens County,3863,31638
2004,TX,Sterling County,144,37919
2004,TX,Stonewall County,208,31483
2004,TX,Sutton County,539,44721
2004,TX,Swisher County,1441,29755
2004,TX,Tarrant County,205191,48805
2004,TX,Taylor County,2872,31784
2004,TX,Terrell County,2443,27175
2004,TX,Terry County,2467,29539
2004,TX,Throckmorton County,200,29679
2004,TX,Titus County,4611,34210
2004,TX,Tom Green County,15914,35127
2004,TX,Travis County,124882,45288
2004,TX,Trinity County,1908,30307
2004,TX,Tyler County,3438,30933
2004,TX,Upshur County,5863,34690
2004,TX,Upton County,461,34791
2004,TX,Uvalde County,5878,28573
2004,TX,Val Verde County,10380,31202
2004,TX,Van Zandt County,7115,36953
2004,TX,Victoria County,13582,38388
2004,TX,Walker County,11206,32634
2004,TX,Waller County,5491,40480
2004,TX,Ward County,5902,39828
2004,TX,Washington County,3214,32147
2004,TX,Webb County,59698,29433
2004,TX,Wharton County,6315,34170
2004,TX,Wheeler County,1327,24491
2004,TX,Wichita County,245,34352
2004,TX,Wilbarger County,2117,30298
2004,TX,Willacy County,5741,24451
2004,TX,Williamson County,8533,36261
2004,TX,Wilson County,1333,32843
2004,TX,Winkler County,1026,35359
2004,TX,Wise County,5855,46223
2004,TX,Wood County,9308,46191
2004,TX,Yoakum County,1048,38192
2004,TX,Young County,2971,32808
2004,TX,Zapata County,3639,26157
2004,TX,Zavala County,3626,19017
2004,UT,Utah,251092,47224
2004,UT,Beaver County,542,38031
2004,UT,Box Elder County,3969,48223
2004,UT,Cache County,11804,43012
2004,UT,Carbon County,1002,36340
2004,UT,Daggett County,57,36667
2004,UT,Davis County,1018,36262
2004,UT,Duchesne County,2110,39346
2004,UT,Emery County,1275,43134
2004,UT,Garfield County,4046,50119
2004,UT,Grand County,951,49907
2004,UT,Iron County,1524,31507
2004,UT,Juab County,953,41862
2004,UT,Kane County,37975,61246
2004,UT,Millard County,1430,40469
2004,UT,Morgan County,15741,40978
2004,UT,Piute County,189,32225
2004,UT,Rich County,184,45036
2004,UT,Salt Lake County,95394,50420
2004,UT,San Juan County,77,32057
2004,UT,Sanpete County,3107,35232
2004,UT,Sevier County,2814,29876
2004,UT,Summit County,1455,52220
2004,UT,Tooele County,4115,52718
2004,UT,Uintah County,3403,42775
2004,UT,Utah County,46714,47544
2004,UT,Wasatch County,1289,53661
2004,UT,Washington County,3214,32147
2004,UT,Wayne County,4636,33566
2004,UT,Weber County,22779,47481
2004,VT,Vermont,53305,44548
2004,VT,Addison County,2688,46677
2004,VT,Bennington County,3442,41411
2004,VT,Caledonia County,3294,36986
2004,VT,Chittenden County,10908,52843
2004,VT,Essex County,75192,52050
2004,VT,Franklin County,5427,29234
2004,VT,Grand Isle County,552,48907
2004,VT,Lamoille County,2105,42986
2004,VT,Orange County,300866,58605
2004,VT,Orleans County,5127,38482
2004,VT,Rutland County,6248,39607
2004,VT,Washington County,3214,32147
2004,VT,Windham County,10592,47306
2004,VT,Windsor County,4716,44440
2004,VA,Virginia,705037,51103
2004,VA,Accomack County,5820,31256
2004,VA,Albemarle County,6205,55118
2004,VA,Alleghany County,1780,29144
2004,VA,Amelia County,1110,45008
2004,VA,Amherst County,3447,38891
2004,VA,Appomattox County,1649,38080
2004,VA,Arlington County,13740,66626
2004,VA,Augusta County,4877,47039
2004,VA,Bath County,2324,28894
2004,VA,Bedford County,5396,36059
2004,VA,Bland County,751,34001
2004,VA,Botetourt County,1900,53211
2004,VA,Brunswick County,11708,39379
2004,VA,Buchanan County,2064,42481
2004,VA,Buckingham County,2401,31606
2004,VA,Campbell County,9321,44639
2004,VA,Caroline County,3303,41432
2004,VA,Carroll County,3836,29437
2004,VA,Charles City County,712,44887
2004,VA,Charlotte County,12485,37820
2004,VA,Chesterfield County,8325,30878
2004,VA,Clarke County,5633,28776
2004,VA,Craig County,2157,31655
2004,VA,Culpeper County,3613,52707
2004,VA,Cumberland County,1122,39509
2004,VA,Dickenson County,2972,26490
2004,VA,Dinwiddie County,2508,44269
2004,VA,Essex County,75192,52050
2004,VA,Fairfax County,53554,83890
2004,VA,Fauquier County,3741,70652
2004,VA,Floyd County,13548,37778
2004,VA,Fluvanna County,1477,53062
2004,VA,Franklin County,5427,29234
2004,VA,Frederick County,12918,69005
2004,VA,Giles County,4198,35358
2004,VA,Gloucester County,17015,59516
2004,VA,Goochland County,1252,64369
2004,VA,Grayson County,4455,30323
2004,VA,Greene County,2544,22439
2004,VA,Greensville County,1419,30676
2004,VA,Halifax County,12656,27549
2004,VA,Hanover County,4938,67979
2004,VA,Henrico County,21612,53009
2004,VA,Henry County,2825,32441
2004,VA,Highland County,5213,37597
2004,VA,Isle of Wight County,3070,51424
2004,VA,James City County,3780,66180
2004,VA,King and Queen County,761,37738
2004,VA,King George County,1338,61066
2004,VA,King William County,1007,55004
2004,VA,Lancaster County,24398,46560
2004,VA,Lee County,19031,34660
2004,VA,Loudoun County,8788,94225
2004,VA,Louisa County,1239,43107
2004,VA,Lunenburg County,2055,29724
2004,VA,Madison County,34058,49441
2004,VA,Mathews County,766,48088
2004,VA,Mecklenburg County,100600,49683
2004,VA,Middlesex County,8882,63949
2004,VA,Montgomery County,40905,35680
2004,VA,Nelson County,5247,43043
2004,VA,New Kent County,864,61001
2004,VA,Northampton County,4356,28648
2004,VA,Northumberland County,9553,34901
2004,VA,Nottoway County,2367,32179
2004,VA,Orange County,300866,58605
2004,VA,Page County,1947,38062
2004,VA,Patrick County,2690,30605
2004,VA,Pittsylvania County,7497,37328
2004,VA,Powhatan County,1375,60864
2004,VA,Prince Edward County,3136,30719
2004,VA,Prince George County,2557,50649
2004,VA,Prince William County,19550,75302
2004,VA,Pulaski County,53651,40499
2004,VA,Rappahannock County,482,53062
2004,VA,Richmond County,37532,32775
2004,VA,Roanoke County,5743,52577
2004,VA,Rockbridge County,1970,40081
2004,VA,Rockingham County,13504,65923
2004,VA,Russell County,9455,29680
2004,VA,Scott County,2029,27384
2004,VA,Shenandoah County,3349,43893
2004,VA,Smyth County,4505,32659
2004,VA,Southampton County,2194,36487
2004,VA,Spotsylvania County,6611,67722
2004,VA,Stafford County,556,33179
2004,VA,Surry County,10477,33355
2004,VA,Sussex County,18103,41661
2004,VA,Tazewell County,10919,49054
2004,VA,Warren County,1243,28536
2004,VA,Washington County,3214,32147
2004,VA,Westmoreland County,35089,41232
2004,VA,Wise County,5855,46223
2004,VA,Wythe County,3366,35121
2004,VA,York County,17963,48363
2004,VA,Alexandria city,11165,60715
2004,VA,Bedford city,881,31754
2004,VA,Bristol city,2805,29816
2004,VA,Buena Vista city,677,34982
2004,VA,Charlottesville city,6720,31246
2004,VA,Chesapeake city,18815,56174
2004,VA,Colonial Heights city,1272,46164
2004,VA,Covington city,796,32622
2004,VA,Danville city,8715,27904
2004,VA,Emporia city,893,30418
2004,VA,Fairfax city,1090,69704
2004,VA,Falls Church city,277,82906
2004,VA,Franklin city,1388,33291
2004,VA,Fredericksburg city,2630,37406
2004,VA,Galax city,1118,30136
2004,VA,Hampton city,16802,40936
2004,VA,Harrisonburg city,6045,31565
2004,VA,Hopewell city,3497,34422
2004,VA,Lexington city,718,33190
2004,VA,Lynchburg city,10524,32997
2004,VA,Manassas city,2756,62753
2004,VA,Manassas Park city,699,64753
2004,VA,Martinsville city,2658,28270
2004,VA,Newport News city,23864,39574
2004,VA,Norfolk city,38960,33777
2004,VA,Norton city,658,28144
2004,VA,Petersburg city,5874,29419
2004,VA,Poquoson city,539,70476
2004,VA,Portsmouth city,15226,35782
2004,VA,Radford city,2299,27585
2004,VA,Richmond city,36402,32547
2004,VA,Roanoke city,14874,32807
2004,VA,Salem city,1815,41517
2004,VA,Staunton city,2721,35417
2004,VA,Suffolk city,8441,49038
2004,VA,Virginia Beach city,33970,51643
2004,VA,Waynesboro city,2693,35455
2004,VA,Williamsburg city,1266,35559
2004,VA,Winchester city,2811,39142
2004,WA,Washington,715271,48438
2004,WA,Adams County,42902,50229
2004,WA,Asotin County,3242,35672
2004,WA,Benton County,17691,47431
2004,WA,Chelan County,9027,39942
2004,WA,Clallam County,8446,40391
2004,WA,Clark County,3600,30681
2004,WA,Columbia County,4685,30193
2004,WA,Cowlitz County,13783,41893
2004,WA,Douglas County,9237,94658
2004,WA,Ferry County,1338,30711
2004,WA,Franklin County,5427,29234
2004,WA,Garfield County,4046,50119
2004,WA,Grant County,1902,40777
2004,WA,Grays Harbor County,10807,36785
2004,WA,Island County,6442,47345
2004,WA,Jefferson County,99413,38520
2004,WA,King County,26,37725
2004,WA,Kitsap County,21616,52503
2004,WA,Kittitas County,4892,35891
2004,WA,Klickitat County,2988,37416
2004,WA,Lewis County,445,35987
2004,WA,Lincoln County,2472,30087
2004,WA,Mason County,1769,38260
2004,WA,Okanogan County,7434,31739
2004,WA,Pacific County,3101,33085
2004,WA,Pend Oreille County,2004,35019
2004,WA,Pierce County,2870,32533
2004,WA,San Juan County,77,32057
2004,WA,Skagit County,13660,45192
2004,WA,Skamania County,1220,42771
2004,WA,Snohomish County,61500,54584
2004,WA,Spokane County,57282,40526
2004,WA,Stevens County,567,43806
2004,WA,Thurston County,1502,30906
2004,WA,Wahkiakum County,373,41344
2004,WA,Walla Walla County,7763,38419
2004,WA,Whatcom County,23742,44034
2004,WA,Whitman County,5895,32001
2004,WA,Yakima County,42704,35787
2004,WV,West Virginia,288835,33993
2004,WV,Barbour County,6109,26495
2004,WV,Berkeley County,18745,43545
2004,WV,Boone County,5097,32721
2004,WV,Braxton County,2897,28171
2004,WV,Brooke County,2851,35684
2004,WV,Cabell County,16785,31535
2004,WV,Calhoun County,18663,34813
2004,WV,Clay County,1913,31194
2004,WV,Doddridge County,1304,29544
2004,WV,Fayette County,3133,30595
2004,WV,Gilmer County,3444,36570
2004,WV,Grant County,1902,40777
2004,WV,Greenbrier County,5490,30694
2004,WV,Hampshire County,13423,48359
2004,WV,Hancock County,2061,24297
2004,WV,Hardy County,1658,35361
2004,WV,Harrison County,3232,46893
2004,WV,Jackson County,8161,33733
2004,WV,Jefferson County,99413,38520
2004,WV,Kanawha County,27823,38012
2004,WV,Lewis County,445,35987
2004,WV,Lincoln County,2472,30087
2004,WV,Logan County,3714,30878
2004,WV,McDowell County,5531,33210
2004,WV,Marion County,5237,28781
